tenure,monthly_charges,total_charges,contract_type,payment_method,internet_service,churn
52,30.62,1579.93,One Year,Credit Card,No,0
69,103.75,7252.09,Month-to-Month,Credit Card,DSL,0
16,43.98,744.72,Month-to-Month,Electronic Check,Fiber Optic,0
63,39.5,2512.1,One Year,Credit Card,DSL,0
67,70.49,4725.42,Month-to-Month,UPI AutoPay,DSL,0
66,96.87,6474.77,One Year,Electronic Check,DSL,0
46,26.19,1240.51,Month-to-Month,Electronic Check,Fiber Optic,0
45,77.68,3778.94,Month-to-Month,Electronic Check,Fiber Optic,0
29,31.92,860.53,Month-to-Month,UPI AutoPay,Fiber Optic,0
54,23.65,1338.64,One Year,Debit Card,Fiber Optic,0
38,25.27,925.75,Two Year,UPI AutoPay,Fiber Optic,0
49,103.42,4990.62,Two Year,Credit Card,DSL,0
31,31.8,998.0,Month-to-Month,Credit Card,Fiber Optic,1
52,24.52,1311.47,One Year,UPI AutoPay,No,0
59,63.79,4089.71,Month-to-Month,UPI AutoPay,Fiber Optic,0
11,104.4,1171.42,Month-to-Month,Electronic Check,Fiber Optic,1
60,46.24,2667.81,Two Year,UPI AutoPay,DSL,0
39,62.17,2474.43,Month-to-Month,Electronic Check,Fiber Optic,1
60,23.99,1255.37,Month-to-Month,Credit Card,Fiber Optic,0
31,64.91,2043.35,Month-to-Month,Electronic Check,Fiber Optic,0
27,77.76,2172.07,Month-to-Month,UPI AutoPay,No,0
65,77.09,5165.08,Month-to-Month,Credit Card,DSL,0
18,53.24,1100.08,One Year,Debit Card,DSL,0
60,51.55,3091.25,Month-to-Month,Electronic Check,Fiber Optic,0
35,30.66,1069.33,Two Year,Credit Card,No,0
37,56.68,2048.93,Two Year,Electronic Check,DSL,0
22,29.95,573.07,Month-to-Month,Credit Card,DSL,0
41,96.66,4060.34,Month-to-Month,Credit Card,DSL,0
24,116.63,2682.2,Month-to-Month,Electronic Check,DSL,1
3,117.01,401.78,One Year,Debit Card,Fiber Optic,0
20,106.51,2063.84,Month-to-Month,Credit Card,Fiber Optic,1
1,80.08,171.32,One Year,Credit Card,DSL,1
70,90.09,6527.93,Month-to-Month,Credit Card,Fiber Optic,1
69,48.52,3245.32,One Year,Debit Card,DSL,0
29,83.08,2228.59,Month-to-Month,Debit Card,DSL,0
52,65.56,3443.72,Month-to-Month,UPI AutoPay,Fiber Optic,0
25,68.2,1744.28,Two Year,Electronic Check,No,0
48,95.78,4681.22,One Year,Debit Card,No,0
58,48.19,2759.44,Month-to-Month,Electronic Check,DSL,0
68,51.8,3513.99,Two Year,UPI AutoPay,No,0
29,112.46,3344.89,Month-to-Month,Electronic Check,Fiber Optic,1
56,25.62,1554.64,Two Year,Debit Card,Fiber Optic,0
19,68.56,1167.6,One Year,Electronic Check,Fiber Optic,1
71,111.28,7898.89,Month-to-Month,Debit Card,Fiber Optic,1
2,81.04,250.68,Month-to-Month,Electronic Check,DSL,1
43,74.64,3181.24,Month-to-Month,Debit Card,DSL,1
47,44.97,2324.02,Month-to-Month,Debit Card,DSL,0
49,54.33,2644.75,One Year,Electronic Check,DSL,0
9,105.2,1000.32,Month-to-Month,UPI AutoPay,Fiber Optic,0
67,75.92,5190.62,Month-to-Month,Credit Card,Fiber Optic,0
13,71.47,931.79,Two Year,UPI AutoPay,Fiber Optic,0
45,29.96,1169.91,Two Year,Electronic Check,DSL,0
16,21.6,320.28,Month-to-Month,UPI AutoPay,No,1
22,116.37,2757.59,Month-to-Month,Debit Card,No,0
39,57.7,2262.63,Month-to-Month,Credit Card,Fiber Optic,1
30,80.32,2374.85,Month-to-Month,Electronic Check,No,0
12,27.97,438.74,Two Year,Electronic Check,Fiber Optic,0
13,88.31,1127.02,Month-to-Month,Electronic Check,No,1
30,113.26,3424.64,One Year,Credit Card,DSL,0
54,77.57,4263.04,Month-to-Month,Debit Card,Fiber Optic,0
64,32.61,2188.85,One Year,Electronic Check,DSL,0
6,78.17,783.27,One Year,UPI AutoPay,DSL,0
28,96.63,2876.47,Two Year,Electronic Check,DSL,1
8,60.64,608.24,Month-to-Month,Electronic Check,Fiber Optic,1
2,107.98,184.6,Month-to-Month,Electronic Check,Fiber Optic,1
47,84.87,3969.57,Month-to-Month,Electronic Check,Fiber Optic,0
43,109.92,4818.08,Two Year,Debit Card,DSL,0
12,82.35,1046.22,Two Year,UPI AutoPay,No,0
17,33.13,475.24,One Year,Debit Card,Fiber Optic,0
2,50.97,119.23,One Year,UPI AutoPay,Fiber Optic,0
60,40.18,2462.0,One Year,Electronic Check,Fiber Optic,0
70,110.88,7820.34,Month-to-Month,Credit Card,DSL,0
10,96.04,1070.15,Two Year,Debit Card,DSL,0
17,87.64,1557.07,Month-to-Month,Credit Card,No,1
62,50.1,3088.21,Month-to-Month,Debit Card,DSL,0
66,38.4,2513.22,Month-to-Month,Electronic Check,Fiber Optic,0
30,95.65,2825.36,Month-to-Month,Debit Card,No,0
4,67.42,488.2,Month-to-Month,Electronic Check,Fiber Optic,1
3,42.58,163.01,One Year,Debit Card,DSL,0
41,81.66,3386.95,Month-to-Month,Electronic Check,DSL,0
28,24.03,601.58,One Year,Electronic Check,DSL,0
3,52.62,453.22,Month-to-Month,UPI AutoPay,Fiber Optic,1
42,66.86,2728.08,Month-to-Month,Electronic Check,Fiber Optic,0
1,34.8,19.83,Month-to-Month,UPI AutoPay,DSL,0
56,118.47,6782.67,Month-to-Month,Electronic Check,No,1
22,40.91,990.99,One Year,Credit Card,Fiber Optic,0
3,33.04,223.25,Month-to-Month,Electronic Check,DSL,0
42,40.35,1906.8,One Year,Credit Card,Fiber Optic,0
29,96.91,2883.72,Month-to-Month,Credit Card,Fiber Optic,0
70,62.55,4281.68,One Year,Electronic Check,DSL,0
39,76.54,3008.27,Two Year,Credit Card,DSL,0
20,22.1,484.78,One Year,UPI AutoPay,No,0
51,23.44,1411.1,Month-to-Month,Debit Card,Fiber Optic,0
20,64.58,1169.69,Month-to-Month,Electronic Check,Fiber Optic,0
65,101.67,6748.98,Month-to-Month,Credit Card,Fiber Optic,0
27,108.52,3013.82,One Year,Electronic Check,DSL,0
40,28.67,1231.78,Month-to-Month,UPI AutoPay,DSL,1
4,73.84,328.76,Month-to-Month,Electronic Check,Fiber Optic,1
31,111.32,3395.11,One Year,Electronic Check,DSL,1
60,58.8,3608.67,Month-to-Month,Credit Card,DSL,0
58,102.96,6057.63,One Year,UPI AutoPay,No,0
16,33.37,662.04,Month-to-Month,Debit Card,No,1
17,113.54,1934.7,Month-to-Month,Debit Card,Fiber Optic,1
59,95.14,5556.14,One Year,Credit Card,No,0
67,114.13,7497.71,Month-to-Month,Electronic Check,DSL,0
7,87.66,763.12,One Year,Credit Card,No,1
32,56.34,1899.04,Month-to-Month,Credit Card,DSL,1
24,113.82,2744.24,Month-to-Month,Credit Card,No,0
62,47.56,2933.6,Two Year,Electronic Check,No,0
6,53.22,322.13,One Year,UPI AutoPay,Fiber Optic,0
15,90.08,1292.09,One Year,Credit Card,No,0
54,96.53,5171.99,Month-to-Month,Electronic Check,Fiber Optic,0
4,112.94,410.87,One Year,UPI AutoPay,DSL,1
35,40.48,1414.83,Month-to-Month,Credit Card,Fiber Optic,0
32,99.8,3158.61,Month-to-Month,Debit Card,Fiber Optic,0
24,93.85,2159.5,Two Year,UPI AutoPay,DSL,0
29,26.38,967.65,Month-to-Month,Credit Card,Fiber Optic,0
38,58.72,2393.45,Two Year,UPI AutoPay,No,0
12,48.28,523.48,Month-to-Month,UPI AutoPay,DSL,1
41,50.45,2126.51,Month-to-Month,UPI AutoPay,Fiber Optic,0
58,118.29,6924.81,Month-to-Month,UPI AutoPay,No,0
54,84.28,4751.98,Two Year,UPI AutoPay,No,0
11,91.77,1012.64,One Year,UPI AutoPay,No,0
11,117.66,1473.7,Two Year,Credit Card,Fiber Optic,0
20,57.72,1101.94,One Year,Debit Card,No,0
26,100.18,2534.95,One Year,Electronic Check,Fiber Optic,0
30,63.45,1976.03,Two Year,UPI AutoPay,DSL,0
49,106.95,5397.44,Month-to-Month,Electronic Check,Fiber Optic,1
5,38.07,450.05,Month-to-Month,Credit Card,Fiber Optic,1
3,114.77,277.33,Month-to-Month,UPI AutoPay,DSL,0
28,41.88,1277.03,Two Year,Debit Card,Fiber Optic,0
50,52.62,2616.36,Two Year,Electronic Check,Fiber Optic,0
14,95.62,1487.18,Month-to-Month,UPI AutoPay,DSL,1
46,59.38,2616.69,One Year,Credit Card,Fiber Optic,0
19,80.82,1445.52,Two Year,Debit Card,Fiber Optic,0
63,64.46,4042.02,Month-to-Month,Electronic Check,Fiber Optic,0
64,94.24,6095.04,One Year,Electronic Check,DSL,1
22,42.83,882.82,Two Year,UPI AutoPay,DSL,0
17,25.85,513.8,Month-to-Month,Debit Card,Fiber Optic,0
30,49.99,1612.61,One Year,Debit Card,No,0
18,67.43,1278.96,Month-to-Month,Debit Card,DSL,0
48,36.8,1955.58,Two Year,Debit Card,Fiber Optic,0
59,55.48,3350.98,Two Year,Credit Card,DSL,0
48,60.0,2805.6,Two Year,Debit Card,DSL,0
59,25.74,1668.56,Month-to-Month,Electronic Check,No,0
29,78.33,2225.68,Two Year,Electronic Check,Fiber Optic,0
12,108.43,1402.94,Two Year,Credit Card,DSL,0
53,35.17,2035.49,Month-to-Month,Electronic Check,Fiber Optic,0
26,79.78,2167.33,Two Year,Electronic Check,DSL,1
48,86.47,4058.22,Month-to-Month,Debit Card,Fiber Optic,1
20,61.93,1160.21,One Year,Electronic Check,Fiber Optic,1
6,90.11,742.07,Month-to-Month,Credit Card,DSL,1
71,61.07,4348.19,Month-to-Month,Debit Card,DSL,0
12,70.46,859.89,Month-to-Month,UPI AutoPay,Fiber Optic,0
71,20.74,1551.78,One Year,Debit Card,No,0
70,89.17,6346.17,Month-to-Month,Credit Card,No,1
57,86.13,4968.64,One Year,Debit Card,DSL,0
47,23.84,1119.14,Month-to-Month,Debit Card,Fiber Optic,0
42,56.83,2356.76,Month-to-Month,Credit Card,Fiber Optic,1
62,117.9,7453.94,Month-to-Month,Debit Card,Fiber Optic,0
21,62.07,1393.06,One Year,Credit Card,Fiber Optic,0
34,70.19,2375.3,Month-to-Month,Credit Card,No,0
44,110.99,5100.31,One Year,UPI AutoPay,No,0
30,91.73,2756.73,Two Year,Electronic Check,Fiber Optic,0
31,78.21,2366.74,One Year,Electronic Check,Fiber Optic,1
24,99.78,2363.76,Month-to-Month,Debit Card,Fiber Optic,0
41,106.44,4272.46,Month-to-Month,Debit Card,DSL,1
61,65.69,4005.45,Two Year,UPI AutoPay,Fiber Optic,0
15,67.51,1156.86,Month-to-Month,UPI AutoPay,Fiber Optic,0
67,58.61,3866.24,Two Year,UPI AutoPay,Fiber Optic,0
49,116.67,5843.65,Month-to-Month,Credit Card,DSL,0
59,89.72,5268.2,Two Year,UPI AutoPay,DSL,0
40,28.32,1120.73,One Year,UPI AutoPay,No,0
56,106.3,5838.31,Two Year,Debit Card,DSL,0
2,68.06,124.28,Month-to-Month,UPI AutoPay,Fiber Optic,1
59,26.88,1569.1,One Year,Credit Card,DSL,0
3,74.97,342.66,Month-to-Month,Credit Card,DSL,1
64,61.72,3983.53,Month-to-Month,Debit Card,DSL,1
71,107.77,7578.46,One Year,UPI AutoPay,DSL,0
21,40.4,992.31,Two Year,UPI AutoPay,No,0
15,102.65,1656.46,Two Year,Credit Card,DSL,0
55,75.77,4212.95,One Year,UPI AutoPay,No,0
18,25.46,481.95,Month-to-Month,UPI AutoPay,Fiber Optic,1
62,117.18,7266.98,Month-to-Month,UPI AutoPay,Fiber Optic,0
8,71.26,613.38,One Year,Electronic Check,Fiber Optic,0
9,49.09,535.63,Month-to-Month,Debit Card,Fiber Optic,1
70,66.94,4545.95,Month-to-Month,Electronic Check,Fiber Optic,0
48,105.79,5112.97,Month-to-Month,Debit Card,DSL,0
61,50.49,3060.93,Month-to-Month,Credit Card,Fiber Optic,0
24,39.27,969.12,Month-to-Month,UPI AutoPay,No,0
49,32.91,1732.78,Month-to-Month,Debit Card,No,0
43,49.79,2073.14,Month-to-Month,Electronic Check,No,0
43,98.0,4245.13,Month-to-Month,UPI AutoPay,Fiber Optic,1
49,67.16,3270.6,Two Year,Credit Card,Fiber Optic,0
41,42.75,1708.88,Month-to-Month,Debit Card,Fiber Optic,0
31,36.62,1117.42,Month-to-Month,Debit Card,Fiber Optic,0
20,53.27,1174.0,One Year,Debit Card,DSL,0
55,113.99,6229.09,Month-to-Month,UPI AutoPay,Fiber Optic,0
17,54.3,969.48,Two Year,Electronic Check,DSL,0
50,118.81,5789.1,One Year,Electronic Check,DSL,0
17,68.52,1147.59,Month-to-Month,Debit Card,No,0
45,37.92,1688.4,Month-to-Month,Credit Card,DSL,0
54,109.11,6064.29,Two Year,Credit Card,DSL,0
16,66.04,1064.0,Two Year,Electronic Check,DSL,0
5,90.97,258.0,Month-to-Month,Credit Card,No,0
10,118.37,1019.23,One Year,Electronic Check,Fiber Optic,0
44,25.02,1104.82,Month-to-Month,Debit Card,Fiber Optic,0
61,29.67,1880.43,Two Year,Electronic Check,No,0
4,92.05,423.66,Month-to-Month,Electronic Check,No,1
53,48.18,2576.44,Two Year,Debit Card,DSL,0
25,38.43,1085.96,One Year,Credit Card,Fiber Optic,0
34,23.94,783.22,One Year,Electronic Check,Fiber Optic,0
66,22.18,1574.73,Month-to-Month,Electronic Check,Fiber Optic,0
24,97.45,2231.11,Month-to-Month,Debit Card,DSL,1
34,33.44,1047.88,Month-to-Month,Credit Card,No,0
1,66.77,0.0,Month-to-Month,Electronic Check,Fiber Optic,1
6,80.59,520.0,Month-to-Month,Debit Card,DSL,1
19,62.84,1211.86,One Year,Electronic Check,Fiber Optic,0
2,22.71,79.03,Month-to-Month,UPI AutoPay,DSL,1
45,98.35,4513.34,Month-to-Month,Debit Card,DSL,1
31,21.05,565.61,Two Year,Credit Card,Fiber Optic,0
39,96.19,3820.68,Two Year,Credit Card,DSL,0
13,109.33,1315.28,Two Year,Credit Card,Fiber Optic,0
22,63.28,1529.28,Two Year,Credit Card,Fiber Optic,0
48,73.55,3509.92,Month-to-Month,Electronic Check,DSL,1
69,67.7,4658.62,Month-to-Month,Electronic Check,No,1
4,58.92,428.73,One Year,Credit Card,DSL,0
64,108.74,6858.92,One Year,Credit Card,DSL,0
41,109.39,4477.43,Month-to-Month,Credit Card,DSL,1
41,53.58,2089.28,Two Year,Electronic Check,DSL,0
36,81.51,2969.83,Month-to-Month,Credit Card,DSL,1
5,112.69,711.08,Month-to-Month,Credit Card,Fiber Optic,0
7,116.21,931.71,Month-to-Month,UPI AutoPay,No,1
43,70.9,3352.85,One Year,UPI AutoPay,DSL,0
25,65.28,1420.7,One Year,Credit Card,Fiber Optic,0
66,47.87,3226.29,Month-to-Month,Debit Card,Fiber Optic,0
29,115.89,3405.6,Two Year,Credit Card,No,0
11,34.28,324.38,Month-to-Month,UPI AutoPay,Fiber Optic,0
51,77.98,3973.25,Month-to-Month,Debit Card,DSL,0
21,48.26,962.44,Two Year,Debit Card,DSL,0
38,47.9,2003.46,Two Year,Credit Card,Fiber Optic,0
50,60.5,3142.11,Two Year,UPI AutoPay,No,0
64,119.88,7784.73,Two Year,UPI AutoPay,DSL,0
57,25.5,1594.67,One Year,Debit Card,Fiber Optic,0
49,77.85,3665.29,One Year,Credit Card,No,0
49,28.26,1258.71,Month-to-Month,Electronic Check,No,0
68,35.45,2198.64,Month-to-Month,Electronic Check,No,1
22,63.96,1337.32,Month-to-Month,UPI AutoPay,Fiber Optic,0
1,71.05,92.83,Month-to-Month,Electronic Check,Fiber Optic,1
20,45.88,942.04,One Year,UPI AutoPay,Fiber Optic,0
16,51.65,865.55,Month-to-Month,UPI AutoPay,Fiber Optic,1
47,28.7,1236.06,Month-to-Month,UPI AutoPay,DSL,0
45,50.32,2394.8,Month-to-Month,Electronic Check,Fiber Optic,0
43,116.66,5056.0,One Year,UPI AutoPay,Fiber Optic,0
2,114.47,319.79,Month-to-Month,Debit Card,DSL,1
52,53.49,2631.85,Two Year,Credit Card,Fiber Optic,0
23,77.09,1878.94,Month-to-Month,Credit Card,Fiber Optic,0
48,110.96,5231.58,Month-to-Month,UPI AutoPay,No,0
40,20.62,795.66,One Year,Credit Card,DSL,0
25,101.07,2613.89,Two Year,Electronic Check,DSL,0
10,114.84,1221.2,Month-to-Month,Electronic Check,Fiber Optic,1
7,29.13,139.28,One Year,Credit Card,DSL,0
60,36.14,2170.68,One Year,Electronic Check,Fiber Optic,0
66,116.07,7531.71,Month-to-Month,Credit Card,Fiber Optic,0
47,73.75,3591.42,Two Year,Credit Card,DSL,0
8,21.42,158.19,One Year,Credit Card,Fiber Optic,0
29,45.76,1463.88,One Year,UPI AutoPay,Fiber Optic,0
52,64.99,3376.1,Two Year,Credit Card,Fiber Optic,0
56,89.29,4980.73,Two Year,UPI AutoPay,No,0
9,93.32,800.15,One Year,Credit Card,No,0
1,119.54,207.42,Two Year,Credit Card,Fiber Optic,0
51,48.75,2442.75,One Year,Credit Card,Fiber Optic,0
26,73.82,2007.33,One Year,Electronic Check,Fiber Optic,0
19,73.33,1360.07,One Year,UPI AutoPay,No,0
1,60.56,0.0,One Year,UPI AutoPay,Fiber Optic,0
39,36.92,1396.04,Month-to-Month,Credit Card,Fiber Optic,0
61,117.75,7115.41,Two Year,Credit Card,No,0
68,105.33,7270.42,Two Year,Electronic Check,DSL,0
41,69.83,2755.85,Month-to-Month,Electronic Check,No,0
37,80.32,3106.92,Two Year,Electronic Check,DSL,0
7,42.73,291.64,Month-to-Month,UPI AutoPay,DSL,1
39,74.38,2955.16,Month-to-Month,UPI AutoPay,DSL,0
27,89.5,2569.58,One Year,UPI AutoPay,No,0
44,71.52,3250.75,Month-to-Month,Credit Card,No,0
28,119.03,3402.15,Two Year,UPI AutoPay,Fiber Optic,0
18,81.13,1388.26,Two Year,Debit Card,Fiber Optic,0
7,57.1,264.68,Month-to-Month,Debit Card,Fiber Optic,1
23,97.22,2202.27,Month-to-Month,Electronic Check,No,0
7,37.05,229.53,Month-to-Month,UPI AutoPay,Fiber Optic,0
13,58.45,803.29,One Year,Debit Card,Fiber Optic,0
71,54.7,3854.41,Two Year,Electronic Check,DSL,0
32,63.18,2124.15,One Year,UPI AutoPay,Fiber Optic,0
38,98.18,3744.36,Month-to-Month,Credit Card,Fiber Optic,0
63,68.42,4306.43,One Year,Debit Card,Fiber Optic,0
71,99.4,7244.03,Month-to-Month,Credit Card,DSL,0
42,77.65,3324.38,One Year,UPI AutoPay,No,0
58,54.21,3175.17,Month-to-Month,Debit Card,DSL,0
24,101.0,2385.25,One Year,UPI AutoPay,Fiber Optic,0
22,43.83,931.94,Month-to-Month,Credit Card,No,1
29,42.44,1170.77,Two Year,Debit Card,Fiber Optic,0
48,70.45,3380.21,Month-to-Month,Credit Card,DSL,1
49,46.08,2353.8,One Year,UPI AutoPay,Fiber Optic,0
23,20.91,466.7,Two Year,UPI AutoPay,No,0
10,84.83,752.16,Month-to-Month,Credit Card,Fiber Optic,1
45,71.11,3440.75,Two Year,Debit Card,No,0
10,64.55,684.69,One Year,Credit Card,DSL,1
42,116.7,4769.09,Month-to-Month,UPI AutoPay,Fiber Optic,0
50,77.12,3829.78,Month-to-Month,Credit Card,Fiber Optic,0
50,106.34,5407.3,One Year,UPI AutoPay,No,1
54,33.95,2020.34,Month-to-Month,Credit Card,DSL,0
62,76.92,4733.11,One Year,Debit Card,No,0
36,106.8,3995.42,Month-to-Month,Debit Card,Fiber Optic,0
52,78.31,4278.48,One Year,Credit Card,Fiber Optic,0
44,91.8,4064.64,Month-to-Month,Credit Card,DSL,0
14,57.2,787.49,Two Year,Debit Card,No,0
2,29.24,0.0,Two Year,UPI AutoPay,DSL,0
21,65.79,1374.56,Two Year,Debit Card,DSL,0
32,59.45,1925.75,One Year,UPI AutoPay,DSL,0
44,106.71,4847.94,Month-to-Month,Credit Card,No,1
